air_conditioner,FALSE
alarm_clock,TRUE
aluminum_foil,TRUE
apple,TRUE
armchair,FALSE
bag,TRUE
baseball_bat,TRUE
basil_plant,TRUE
basketball,TRUE
bath_towel_holder,FALSE
bathroom_faucet,FALSE
bathroom_sink,FALSE
bathtub,FALSE
bathtub_faucet,FALSE
bed,FALSE
bedroom_rug,TRUE
bench,FALSE
bin,FALSE
blinds,FALSE
book,TRUE
book_stack,TRUE
boot,TRUE
boots,TRUE
bottle,TRUE
bottles,TRUE
bowl,TRUE
box,TRUE
bread,TRUE
bucket,TRUE
bulb_light,FALSE
burner,FALSE
butter_knife,TRUE
cabinet,FALSE
cabinet_body,FALSE
cabinet_door,FALSE
can,TRUE
candle,TRUE
carpet,TRUE
cart,TRUE
ceiling_fan,FALSE
ceiling_light,FALSE
ceiling_plant,FALSE
cellphone,TRUE
chair,FALSE
chandelier,FALSE
clock,FALSE
closet,FALSE
closet_bar,FALSE
cloth,TRUE
coat,FALSE
coat_rack,FALSE
coffee_machine,TRUE
coffee_table,FALSE
cork_board,FALSE
countertop,FALSE
credit_card,TRUE
cube,TRUE
cup,TRUE
cupboard,FALSE
cups,TRUE
curtain_rod,FALSE
curtains,FALSE
cutting_board,TRUE
cylinder,TRUE
cylinder_lamp,TRUE
decal,TRUE
decorative_bowl,TRUE
decorative_box,TRUE
decorative_panel,FALSE
decorative_plate,TRUE
decorative_sticks,TRUE
decorative_table,FALSE
desk,FALSE
desk_lamp,TRUE
desktop,FALSE
dining_table,FALSE
dish_sponge,TRUE
dishwasher,FALSE
dog_bed,TRUE
dog_statue,FALSE
dome_light,FALSE
door,FALSE
door_frame,FALSE
door_group,FALSE
doorframe,FALSE
doorframe_double,FALSE
doorway,FALSE
doorway_double,FALSE
doorway_double_open,FALSE
doorway_open,FALSE
drawer,FALSE
dresser,FALSE
dumbbell,TRUE
egg,TRUE
end_table_double_drawer,FALSE
end_table_long,FALSE
end_table_small,FALSE
end_table_thin,FALSE
faucet,FALSE
fertility_statue,FALSE
fire_place,FALSE
fireplace,FALSE
flat_table,FALSE
floor_lamp,FALSE
footstool,TRUE
fork,TRUE
fridge,FALSE
front_door,FALSE
garbage_bag,TRUE
glass_vase,TRUE
globe_light,FALSE
hand_statue,TRUE
hand_towel_holder,FALSE
hanger,FALSE
hanging_light,FALSE
house_plant,TRUE
inset_light,FALSE
jar,TRUE
kettle,TRUE
keychain,TRUE
kitchen_faucet,FALSE
knife,TRUE
ladle,TRUE
lamp,TRUE
laptop,TRUE
laundry_hamper,TRUE
leafy_plant,TRUE
lettuce,TRUE
light,TRUE
light_fixture,FALSE
light_switch,FALSE
long_leaf_plant,FALSE
microwave,FALSE
microwave_platform,FALSE
mirror,FALSE
mirror_lights,FALSE
mug,TRUE
newspaper,TRUE
object,TRUE
office_chair,FALSE
ottoman,TRUE
outlet,FALSE
oven,FALSE
oven_door,FALSE
oven_top,FALSE
oven_vent,FALSE
painting,FALSE
pan,TRUE
paper_clutter,TRUE
paper_towel,TRUE
pen,TRUE
pencil,TRUE
pepper_shaker,TRUE
photo_board,FALSE
picture,FALSE
pillow,TRUE
pipe,FALSE
pitcher,TRUE
plane,TRUE
plate,TRUE
plate_stack,TRUE
plunger,TRUE
pointy_plant,TRUE
poster,FALSE
pot,TRUE
potato,TRUE
railing,FALSE
remote,TRUE
room_decor,TRUE
round_table,FALSE
rug,TRUE
safe,FALSE
salt_pepper_shaker,TRUE
salt_shaker,TRUE
scrub_brush,TRUE
semi_circle_end_table,FALSE
shelf,FALSE
shelves,FALSE
shelving_unit,FALSE
short_table,FALSE
shower_curtain,FALSE
shower_curtain_rod,FALSE
shower_door,FALSE
shower_drain,FALSE
shower_glass,FALSE
shower_head,FALSE
side_table,FALSE
sink,FALSE
sink_cabinet,FALSE
sink_stop,TRUE
soap_bar,TRUE
soap_bottle,TRUE
sofa,FALSE
spatula,TRUE
sphere,TRUE
sphere_light,FALSE
spoon,TRUE
spray_bottle,TRUE
standing_shelf,FALSE
statue_jacket,TRUE
statue_waving_man,TRUE
stone_statue,TRUE
stool,TRUE
stove,FALSE
stove_base,FALSE
stove_knob,FALSE
sugar,TRUE
sugar_jar,TRUE
surface,FALSE
table,FALSE
tabletop_decor,TRUE
teddy_bear,TRUE
television,FALSE
tennis_racquet,TRUE
thin_leaf_plant,TRUE
tissue_box,TRUE
toaster,TRUE
toilet,FALSE
toilet_paper,FALSE
toilet_paper_hanger,FALSE
tomato,TRUE
top_shelf,FALSE
towel_statue,FALSE
towl,TRUE
tropical_plant,TRUE
turkey_pan,TRUE
tv_stand,FALSE
vacuum_cleaner,TRUE
vase,TRUE
wall_clock,FALSE
wall_letter,FALSE
wall_rack,FALSE
washing_machine,FALSE
watch,TRUE
watering_can,TRUE
waving_statue,FALSE
window,FALSE
window_bay,FALSE
window_frame,FALSE
window_structure,FALSE
wine_bottle,TRUE
wine_glass,TRUE
wine_glasses,TRUE
wire,FALSE
wires,FALSE
